Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2014-15,24,BRK,NBA,PF,50,1,10.6,1.5,3.3,0.449,0,0.3,0.133,1.5,3,0.48,0.455,0.6,1.1,0.574,0.9,2,2.9,0.3,0.2,0.4,0.4,1.2,3.7,
2015-16,25,PHO,NBA,PF,8,0,6.3,1.1,2.8,0.409,0,0.1,0,1.1,2.6,0.429,0.409,0.5,0.8,0.667,0.8,1.3,2,0,0,0.1,0,1,2.8,
